Date,Time,Rink,Rink Number,Game Number,Division,TEAM 1 ,Score,TEAM 2 ,Score,Official ID,First Name,Last Name,,Pre1,Pre2,Pre3,Post1,Post2,Post3,Post4,Post5,,Min,Max
11/21/21,9:00,Skate Club of Wilmingon,1,454,14U American,Haverford Hawks 14U A American,3,LV Phantoms 14U A American,8,1230,MM,Mushy,,,4,2,3,2,1,4,,,1,4
11/21/21,9:00,Skate Club of Wilmingon,1,454,14U American,Haverford Hawks 14U A American,3,LV Phantoms 14U A American,8,1227,Q,Plate,,,4,5,4,2,2,4,,,2,5
11/21/21,12:30,The Barn at Chester County Skating Club,1,220,14U B National,Palmyra 14U B National,4,Chester County 14U B Nat,3,1231,N,Mustard,,,3,3,4,1,3,4,,,1,4
11/21/21,12:30,The Barn at Chester County Skating Club,1,220,14U B National,Palmyra 14U B National,4,Chester County 14U B Nat,3,1225,D,Plate,,,5,3,2,2,1,3,,,1,5
11/21/21,10:45,Wissahickon Skating Rink,1,298,14U National,Team Phila 14U A Nat,2,Central Penn 14U A Nat,5,1212,F,Fairview,,,3,2,4,3,3,2,,,2,4
11/21/21,10:45,Wissahickon Skating Rink,1,298,14U National,Team Phila 14U A Nat,2,Central Penn 14U A Nat,5,1218,K,Nandy,,,1,3,1,3,2,2,,,1,3
11/21/21,11:30,York Ice Arena,1,340,14U B National,LV Phantoms 14U B National,1,York 14U B National,8,1223,B,Postroy,,,2,3,3,5,3,3,,,2,5
11/21/21,11:30,York Ice Arena,1,340,14U B National,LV Phantoms 14U B National,1,York 14U B National,8,1229,Chris,Makos,,,4,1,3,2,3,5,,,1,5
11/21/21,12:40,York Ice Arena,1,225,14U AA,VF Colonials 14U AA,2,York Devils 14U AA,5,1218,K,Nandy,,,1,4,1,3,1,1,,,1,4
11/21/21,12:40,York Ice Arena,1,225,14U AA,VF Colonials 14U AA,2,York Devils 14U AA,5,1218,K,Nandy,,,4,2,1,3,3,3,,,1,4
11/24/21,19:00,Ice Line,3,211,14U AA,Delaware Ducks 14U AA,5,Team Philadelphia 14U AA,0,1229,Chris,Makos,,,4,3,0,0,5,4,,,0,5
11/24/21,19:00,Ice Line,3,211,14U AA,Delaware Ducks 14U AA,5,Team Philadelphia 14U AA,0,1217,J,Nixon,,,3,1,0,3,1,4,,,0,4
12/02/21,9:00,Aston Ice Works,1,162,14U AA,Team Philadelphia 14U AA,0,Delco Phantoms 14U AA,1,1225,D,Plate,,,4,3,4,4,4,3,,,3,4
12/02/21,9:00,Aston Ice Works,1,162,14U AA,Team Philadelphia 14U AA,0,Delco Phantoms 14U AA,1,1226,P,Passion,,,5,3,5,4,3,4,,,3,5
12/4/21,17:45,Aston Ice Works,3,289,14U National,Snider Hockey 14U AN,7,Cap City 14U A Nat,5,1211,E,Fella,,,3,3,3,4,3,3,,,3,4
12/4/21,17:45,Aston Ice Works,3,289,14U National,Snider Hockey 14U AN,7,Cap City 14U A Nat,5,1220,L,Nump,,,3,0,1,4,0,1,,,0,4
12/4/21,17:40,Bucks County Ice,1,316,14U B National,Snider Hockey 14U B National,0,Royals 14U B National,7,1225,D,Plate,,,3,4,2,5,5,2,,,2,5
12/4/21,17:40,Bucks County Ice,1,316,14U B National,Snider Hockey 14U B National,0,Royals 14U B National,7,1231,N,Mustard,,,1,4,4,1,4,4,,,1,4
12/4/21,7:00,CCSC,1,359,14U American,Jr Blue Hens 14U A American,3,Haverford Hawks 14U A American,0,1215,R,Follow,,,4,3,4,4,3,4,,,3,4
12/4/21,7:00,CCSC,1,359,14U American,Jr Blue Hens 14U A American,3,Haverford Hawks 14U A American,0,1212,F,Fairview,,,4,2,3,2,4,3,,,2,4
12/4/21,11:05,CCSC,1,363,14U National,Delco Phantoms 14U A Nat,3,Hershey 14U A Nat,7,1229,Chris,Makos,,,1,2,1,0,2,4,,,0,4
12/4/21,11:05,CCSC,1,363,14U National,Delco Phantoms 14U A Nat,3,Hershey 14U A Nat,7,1212,F,Fairview,,,3,4,3,4,4,3,,,3,4
12/04/21,13:00,Exton PowerPlay,1,177,14U AA,Team Philadelphia 14U AA,4,Kings 14U AA,1,1226,P,Passion,,,3,4,3,4,5,2,,,2,5
12/04/21,13:00,Exton PowerPlay,1,177,14U AA,Team Philadelphia 14U AA,4,Kings 14U AA,1,1227,Q,Plate,,,2,2,4,2,2,5,,,2,5
12/04/21,19:10,Exton PowerPlay,1,178,14U AA,Delaware Ducks 14U AA,6,Kings 14U AA,3,1229,Chris,Makos,,,4,3,4,3,3,1,,,1,4
12/04/21,19:10,Exton PowerPlay,1,178,14U AA,Delaware Ducks 14U AA,6,Kings 14U AA,3,1224,C,Pinky,,,3,3,5,1,2,3,,,1,5
12/4/21,11:50,Grundy,1,350,14U American,Wissahickon 14U A American,3,Grundy Senators 14U A American,3,1220,L,Nump,,,1,2,0,3,2,1,,,0,3
12/4/21,11:50,Grundy,1,350,14U American,Wissahickon 14U A American,3,Grundy Senators 14U A American,3,1217,J,Nixon,,,2,3,4,4,2,2,,,2,4
12/04/21,11:50,Hatfield Ice Arena,2,170,14U AA,Delco Phantoms 14U AA,0,Genesis Hockey Club 14U AA,1,1213,G,Flapjack,,,3,3,2,2,2,2,,,2,3
12/04/21,11:50,Hatfield Ice Arena,2,170,14U AA,Delco Phantoms 14U AA,0,Genesis Hockey Club 14U AA,1,1220,L,Nump,,,1,3,2,0,1,2,,,0,3
12/04/21,15:30,Lancaster Ice Rink,1,188,14U AA,Royals 14U AA,8,Lancaster 14U AA,2,1215,R,Follow,,,2,3,3,3,2,2,,,2,3
12/04/21,15:30,Lancaster Ice Rink,1,188,14U AA,Royals 14U AA,8,Lancaster 14U AA,2,1229,Chris,Makos,,,1,4,1,2,1,2,,,1,4
12/4/21,12:30,Northeast Skate Zone,1,281,14U National,Chester County 14U A National,2,Blazers 14U A National,5,1222,A,Paul,,,2,2,3,2,3,2,,,2,3
12/4/21,12:30,Northeast Skate Zone,1,281,14U National,Chester County 14U A National,2,Blazers 14U A National,5,1212,F,Fairview,,,3,3,2,3,3,2,,,2,3
12/4/21,14:20,Northeast Skate Zone,3,288,14U American,Kings 14U A American,5,Blazers 14U A American,0,1224,C,Pinky,,,1,2,4,5,3,1,,,1,5
12/4/21,14:20,Northeast Skate Zone,3,288,14U American,Kings 14U A American,5,Blazers 14U A American,0,1216,I,Norm,,,1,3,2,3,1,2,,,1,3
12/4/21,14:00,PNY Ice Arena,1,397,14U American,Cap City Vipers 14U A American,3,Quakers 14U A American,5,1226,P,Passion,,,2,4,4,4,5,3,,,2,5
12/4/21,14:00,PNY Ice Arena,1,397,14U American,Cap City Vipers 14U A American,3,Quakers 14U A American,5,1220,L,Nump,,,4,2,2,1,2,4,,,1,4
12/4/21,13:20,Revolution Ice Gardens,1,404,14U American,Genesis Hockey Club 14U A American,0,Royals 14U A American,6,1220,L,Nump,,,1,3,1,1,0,2,,,0,3
12/4/21,13:20,Revolution Ice Gardens,1,404,14U American,Genesis Hockey Club 14U A American,0,Royals 14U A American,6,1215,R,Follow,,,3,2,3,3,3,3,,,2,3
12/4/21,13:45,Skate Club of Wilmingon,1,455,14U American,Team Phila 14U A American,2,LV Phantoms 14U A American,1,1217,J,Nixon,,,2,1,3,2,4,2,,,1,4
12/4/21,13:45,Skate Club of Wilmingon,1,455,14U American,Team Phila 14U A American,2,LV Phantoms 14U A American,1,1231,N,Mustard,,,0,0,4,1,1,2,,,0,4
12/4/21,12:00,Steel Ice Center,2,354,14U B National,Kings 14U B National,3,LV Phantoms 14U B National,2,1229,Chris,Makos,,,1,2,2,4,4,0,,,0,4
12/4/21,12:00,Steel Ice Center,2,354,14U B National,Kings 14U B National,3,LV Phantoms 14U B National,2,1213,G,Flapjack,,,3,3,3,4,3,4,,,3,4
12/4/21,15:30,Steel Ice Center,1,431,14U National,Genesis Hockey Blue,2,LV Phantoms Youth 14U A National,4,1222,A,Paul,,,5,3,2,4,3,3,,,2,5
12/4/21,15:30,Steel Ice Center,1,431,14U National,Genesis Hockey Blue,2,LV Phantoms Youth 14U A National,4,1220,L,Nump,,,2,1,4,3,4,3,,,1,4
12/4/21,16:00,The Barn at Chester County Skating Club,1,221,14U B National,VF Colonials 14U B National,4,Chester County 14U B Nat,1,1229,Chris,Makos,,,3,2,1,0,3,3,,,0,3
12/4/21,16:00,The Barn at Chester County Skating Club,1,221,14U B National,VF Colonials 14U B National,4,Chester County 14U B Nat,1,1231,N,Mustard,,,0,4,2,1,4,2,,,0,4
12/4/21,15:15,Twin Ponds East,1,299,14U National,Palmyra 14U A National,10,Central Penn 14U A Nat,2,1227,Q,Plate,,,3,5,1,2,1,2,,,1,5
12/4/21,15:15,Twin Ponds East,1,299,14U National,Palmyra 14U A National,10,Central Penn 14U A Nat,2,1214,H,Fairmont,,,3,2,3,3,3,3,,,2,3
12/5/21,8:40,Class of '23,1,368,14U B National,LV Phantoms 14U B National,4,Snider Hockey 14U B National,0,1231,N,Mustard,,,2,4,4,1,3,4,,,1,4
12/5/21,8:40,Class of '23,1,368,14U B National,LV Phantoms 14U B National,4,Snider Hockey 14U B National,0,1218,K,Nandy,,,3,0,2,3,2,1,,,0,3
12/5/21,11:50,Grundy,1,225,14U B National,Kings 14U B National,7,Grundy Senators 14U B National,1,1212,F,Fairview,,,3,4,3,3,3,3,,,3,4
12/5/21,11:50,Grundy,1,225,14U B National,Kings 14U B National,7,Grundy Senators 14U B National,1,1219,L,Neme,,,0,2,3,3,3,4,,,0,4
12/05/21,14:50,Hatfield Ice Arena,2,171,14U AA,Lancaster 14U AA,4,Genesis Hockey Club 14U AA,3,1211,E,Fella,,,2,2,2,3,4,3,,,2,4
12/05/21,14:50,Hatfield Ice Arena,2,171,14U AA,Lancaster 14U AA,4,Genesis Hockey Club 14U AA,3,1215,R,Follow,,,3,3,3,3,2,2,,,2,3
12/5/21,14:40,Northeast Skate Zone,3,306,14U B National,York 14U B National,16,Rizzo Rink* 14U B Nat,0,1227,Q,Plate,,,2,1,2,2,3,3,,,1,3
12/5/21,14:40,Northeast Skate Zone,3,306,14U B National,York 14U B National,16,Rizzo Rink* 14U B Nat,0,1217,J,Nixon,,,1,1,1,0,3,3,,,0,3
12/05/21,15:45,PNY Ice Arena,1,161,14U AA,Kings 14U AA,3,Delco Phantoms 14U AA,2,1212,F,Fairview,,,4,3,3,2,2,4,,,2,4
12/05/21,15:45,PNY Ice Arena,1,161,14U AA,Kings 14U AA,3,Delco Phantoms 14U AA,2,1214,H,Fairmont,,,2,4,2,3,3,3,,,2,4
12/05/21,9:15,Revolution Ice Gardens,1,199,14U AA,VF Colonials 14U AA,2,Royals 14U AA,3,1224,C,Pinky,,,2,4,5,1,3,4,,,1,5
12/05/21,9:15,Revolution Ice Gardens,1,199,14U AA,VF Colonials 14U AA,2,Royals 14U AA,3,1220,L,Nump,,,3,2,2,1,2,2,,,1,3
12/5/21,14:00,The Barn at Chester County Skating Club,1,222,14U B National,Lancaster 14U B National,0,Chester County 14U B Nat,2,1213,G,Flapjack,,,2,2,3,4,4,3,,,2,4
12/5/21,14:00,The Barn at Chester County Skating Club,1,222,14U B National,Lancaster 14U B National,0,Chester County 14U B Nat,2,1220,L,Nump,,,0,0,4,3,3,1,,,0,4
12/11/21,15:40,Grundy,1,226,14U B National,Palmyra 14U B National,5,Grundy Senators 14U B National,3,1212,F,Fairview,,,3,4,4,3,3,3,,,3,4
12/11/21,15:40,Grundy,1,226,14U B National,Palmyra 14U B National,5,Grundy Senators 14U B National,3,1221,O,Needy,,,2,2,2,1,1,2,,,1,2
12/11/21,12:00,Haverford Skatium,1,238,14U B National,Kings 14U B National,2,Haverford 14U B National,5,1212,F,Fairview,,,4,3,4,3,2,4,,,2,4
12/11/21,12:00,Haverford Skatium,1,238,14U B National,Kings 14U B National,2,Haverford 14U B National,5,1228,Marco,Morales,,,3,3,3,3,4,1,,,1,4
12/11/21,10:15,Lancaster Ice Rink,1,189,14U AA,Team Philadelphia 14U AA,6,Lancaster 14U AA,5,1224,C,Pinky,,,1,3,4,2,5,1,,,1,5
12/11/21,10:15,Lancaster Ice Rink,1,189,14U AA,Team Philadelphia 14U AA,6,Lancaster 14U AA,5,1223,B,Postroy,,,2,1,4,2,2,5,,,1,5
12/11/21,12:00,Lancaster Ice Rink,1,269,14U B National,VF Colonials 14U B National,4,Lancaster 14U B National,0,1212,F,Fairview,,,2,3,2,2,3,2,,,2,3
12/11/21,12:00,Lancaster Ice Rink,1,269,14U B National,VF Colonials 14U B National,4,Lancaster 14U B National,0,1213,G,Flapjack,,,3,3,2,2,3,2,,,2,3
12/11/21,17:15,Oaks Center Ice,2,231,14U AA,VF Colonials 14U AA,4,Royals 14U AA,4,1224,C,Pinky,,,4,3,3,2,4,4,,,2,4
12/11/21,17:15,Oaks Center Ice,2,231,14U AA,VF Colonials 14U AA,4,Royals 14U AA,4,1219,L,Neme,,,1,2,0,3,2,4,,,0,4
12/11/21,17:30,Skate Club of Wilmington,1,232,14U AA,Delaware Ducks 14U AA,5,Delco Phantoms 14U AA,0,1215,R,Follow,,,2,2,3,3,3,3,,,2,3
12/11/21,17:30,Skate Club of Wilmington,1,232,14U AA,Delaware Ducks 14U AA,5,Delco Phantoms 14U AA,0,1229,Chris,Makos,,,3,3,3,0,2,2,,,0,3
12/11/21,9:30,Toyota Sports Plex,2,249,14U B National,LV Phantoms 14U B National,3,Jr. Pens* 14U B National,3,1221,O,Needy,,,3,3,3,1,3,0,,,0,3
12/11/21,9:30,Toyota Sports Plex,2,249,14U B National,LV Phantoms 14U B National,3,Jr. Pens* 14U B National,3,1220,L,Nump,,,2,3,0,3,0,3,,,0,3
12/11/21,13:00,York Ice Arena,1,226,14U AA,Genesis Hockey Club 14U AA,2,York Devils 14U AA,4,1220,L,Nump,,,2,0,1,3,3,4,,,0,4
12/11/21,13:00,York Ice Arena,1,226,14U AA,Genesis Hockey Club 14U AA,2,York Devils 14U AA,4,1224,C,Pinky,,,2,4,2,2,2,2,,,2,4
12/11/21,15:10,York Ice Arena,1,342,14U B National,Royals 14U B National,0,York 14U B National,7,1229,Chris,Makos,,,2,4,0,2,3,5,,,0,5
12/11/21,15:10,York Ice Arena,1,342,14U B National,Royals 14U B National,0,York 14U B National,7,1220,L,Nump,,,4,2,4,0,2,3,,,0,4
12/11/21,18:10,York Ice Arena,1,227,14U AA,Genesis Hockey Club 14U AA,4,York Devils 14U AA,5,1227,Q,Plate,,,3,3,1,4,2,3,,,1,4
12/11/21,18:10,York Ice Arena,1,227,14U AA,Genesis Hockey Club 14U AA,4,York Devils 14U AA,5,1223,B,Postroy,,,1,5,3,5,4,1,,,1,5
12/12/21,10:20,Class of '23,1,369,14U B National,Chester County 14U B Nat,5,Snider Hockey 14U B National,3,1219,L,Neme,,,2,1,2,1,2,3,,,1,3
12/12/21,10:20,Class of '23,1,369,14U B National,Chester County 14U B Nat,5,Snider Hockey 14U B National,3,1221,O,Needy,,,2,2,1,0,2,2,,,0,2
12/12/21,12:35,Exton PowerPlay,1,179,14U AA,Lancaster 14U AA,3,Kings 14U AA,6,1228,Marco,Morales,,,3,5,1,4,3,0,,,0,5
12/12/21,12:35,Exton PowerPlay,1,179,14U AA,Lancaster 14U AA,3,Kings 14U AA,6,1218,K,Nandy,,,3,2,4,1,1,0,,,0,4
12/12/21,15:20,Grundy,1,227,14U B National,Royals 14U B National,6,Grundy Senators 14U B National,5,1225,D,Plate,,,5,1,2,5,2,1,,,1,5
12/12/21,15:20,Grundy,1,227,14U B National,Royals 14U B National,6,Grundy Senators 14U B National,5,1225,D,Plate,,,5,2,2,3,4,2,,,2,5
12/12/21,14:40,Northeast Skate Zone,2,307,14U B National,Palmyra 14U B National,13,Rizzo Rink* 14U B Nat,0,1230,MM,Mushy,,,2,2,4,2,4,1,,,1,4
12/12/21,14:40,Northeast Skate Zone,2,307,14U B National,Palmyra 14U B National,13,Rizzo Rink* 14U B Nat,0,1221,O,Needy,,,2,3,1,1,2,1,,,1,3
12/12/21,9:15,Oaks Center Ice,2,218,14U AA,Delco Phantoms 14U AA,3,VF Colonials 14U AA,2,1228,Marco,Morales,,,0,2,1,3,1,2,,,0,3
12/12/21,9:15,Oaks Center Ice,2,218,14U AA,Delco Phantoms 14U AA,3,VF Colonials 14U AA,2,1218,K,Nandy,,,1,2,1,2,3,0,,,0,3
12/12/21,10:30,Steel Ice Center,2,355,14U B National,York 14U B National,8,LV Phantoms 14U B National,1,1218,K,Nandy,,,2,2,1,1,2,1,,,1,2
12/12/21,10:30,Steel Ice Center,2,355,14U B National,York 14U B National,8,LV Phantoms 14U B National,1,1216,I,Norm,,,2,3,2,0,1,2,,,0,3
12/12/21,11:15,Toyota Sports Plex,2,250,14U B National,Lancaster 14U B National,4,Jr. Pens* 14U B National,1,1211,E,Fella,,,3,2,3,4,3,3,,,2,4
12/12/21,11:15,Toyota Sports Plex,2,250,14U B National,Lancaster 14U B National,4,Jr. Pens* 14U B National,1,1220,L,Nump,,,1,3,0,1,1,3,,,0,3
12/12/21,11:10,York Ice Arena,1,228,14U AA,Delaware Ducks 14U AA,3,York Devils 14U AA,3,1224,C,Pinky,,,1,5,2,2,3,2,,,1,5
12/12/21,11:10,York Ice Arena,1,228,14U AA,Delaware Ducks 14U AA,3,York Devils 14U AA,3,1223,B,Postroy,,,4,4,3,2,3,1,,,1,4
12/12/21,17:20,York Ice Arena,1,229,14U AA,Delaware Ducks 14U AA,2,York Devils 14U AA,1,1228,Marco,Morales,,,2,0,1,3,5,1,,,0,5
12/12/21,17:20,York Ice Arena,1,229,14U AA,Delaware Ducks 14U AA,2,York Devils 14U AA,1,1217,J,Nixon,,,4,2,3,1,1,2,,,1,4
12/18/21,16:00,Bucks County Ice,1,201,14U AA,Genesis Hockey Club 14U AA,4,Royals 14U AA,8,1211,E,Fella,,,3,2,2,3,3,3,,,2,3
12/18/21,16:00,Bucks County Ice,1,201,14U AA,Genesis Hockey Club 14U AA,4,Royals 14U AA,8,1221,O,Needy,,,2,1,0,1,0,3,,,0,3
12/18/21,11:15,Grundy,1,228,14U B National,VF Colonials 14U B National,6,Grundy Senators 14U B National,5,1215,R,Follow,,,2,2,3,2,3,3,,,2,3
12/18/21,11:15,Grundy,1,228,14U B National,VF Colonials 14U B National,6,Grundy Senators 14U B National,5,1226,P,Passion,,,4,2,1,1,2,2,,,1,4
12/18/21,12:00,Haverford Skatium,1,239,14U B National,Jr. Pens* 14U B National,2,Haverford 14U B National,7,1218,K,Nandy,,,3,1,1,4,1,3,,,1,4
12/18/21,12:00,Haverford Skatium,1,239,14U B National,Jr. Pens* 14U B National,2,Haverford 14U B National,7,1214,H,Fairmont,,,3,4,3,4,3,4,,,3,4
12/18/21,10:15,Lancaster Ice Rink,1,270,14U B National,LV Phantoms 14U B National,1,Lancaster 14U B National,2,1222,A,Paul,,,3,3,3,3,3,3,,,3,3
12/18/21,10:15,Lancaster Ice Rink,1,270,14U B National,LV Phantoms 14U B National,1,Lancaster 14U B National,2,1212,F,Fairview,,,3,2,3,2,3,3,,,2,3
12/18/21,10:15,Revolution Ice Gardens,1,200,14U AA,Kings 14U AA,3,Royals 14U AA,4,1211,E,Fella,,,3,2,3,3,2,2,,,2,3
12/18/21,10:15,Revolution Ice Gardens,1,200,14U AA,Kings 14U AA,3,Royals 14U AA,4,1212,F,Fairview,,,3,3,3,2,2,3,,,2,3
12/18/21,15:10,York Ice Arena,1,343,14U B National,Chester County 14U B Nat,3,York 14U B National,2,1220,L,Nump,,,3,0,3,0,1,2,,,0,3
12/18/21,15:10,York Ice Arena,1,343,14U B National,Chester County 14U B Nat,3,York 14U B National,2,1222,A,Paul,,,4,3,5,5,2,3,,,2,5
12/19/21,15:50,Bucks County Ice,1,202,14U AA,Team Philadelphia 14U AA,3,Royals 14U AA,5,1219,L,Neme,,,1,1,3,3,3,1,,,1,3
12/19/21,15:50,Bucks County Ice,1,202,14U AA,Team Philadelphia 14U AA,3,Royals 14U AA,5,1230,MM,Mushy,,,0,5,4,2,4,2,,,0,5
12/19/21,11:00,Exton PowerPlay,1,180,14U AA,York Devils 14U AA,4,Kings 14U AA,1,1223,B,Postroy,,,5,1,4,4,2,3,,,1,5
12/19/21,11:00,Exton PowerPlay,1,180,14U AA,York Devils 14U AA,4,Kings 14U AA,1,1231,N,Mustard,,,2,3,2,5,4,2,,,2,5
12/19/21,8:55,Haverford Skatium,1,240,14U B National,Lancaster 14U B National,3,Haverford 14U B National,1,1229,Chris,Makos,,,5,3,4,3,0,1,,,0,5
12/19/21,8:55,Haverford Skatium,1,240,14U B National,Lancaster 14U B National,3,Haverford 14U B National,1,1224,C,Pinky,,,3,4,5,2,4,1,,,1,5
12/19/21,8:15,Klick Lewis Arena,1,288,14U B National,LV Phantoms 14U B National,2,Palmyra 14U B National,6,1215,R,Follow,,,3,4,3,3,3,2,,,2,4
12/19/21,8:15,Klick Lewis Arena,1,288,14U B National,LV Phantoms 14U B National,2,Palmyra 14U B National,6,1216,I,Norm,,,2,1,3,1,2,2,,,1,3
12/19/21,10:15,Lancaster Ice Rink,1,190,14U AA,VF Colonials 14U AA,4,Lancaster 14U AA,2,1223,B,Postroy,,,1,3,2,2,1,3,,,1,3
12/19/21,10:15,Lancaster Ice Rink,1,190,14U AA,VF Colonials 14U AA,4,Lancaster 14U AA,2,1230,MM,Mushy,,,4,5,4,4,4,3,,,3,5
12/19/21,11:00,Oaks Center Ice,1,334,14U B National,Royals 14U B National,3,VF Colonials 14U B National,5,1224,C,Pinky,,,1,5,5,2,3,5,,,1,5
12/19/21,11:00,Oaks Center Ice,1,334,14U B National,Royals 14U B National,3,VF Colonials 14U B National,5,1231,N,Mustard,,,5,3,2,2,1,3,,,1,5
01/02/22,15:50,Bucks County Ice,1,203,14U AA,York Devils 14U AA,10,Royals 14U AA,4,1213,G,Flapjack,,,3,4,2,3,4,3,,,2,4
01/02/22,15:50,Bucks County Ice,1,203,14U AA,York Devils 14U AA,10,Royals 14U AA,4,1230,MM,Mushy,,,0,4,1,1,4,2,,,0,4
01/02/22,16:15,Ice Line,3,212,14U AA,Delaware Ducks 14U AA,3,Team Philadelphia 14U AA,2,1212,F,Fairview,,,3,3,3,4,3,3,,,3,4
01/02/22,16:15,Ice Line,3,212,14U AA,Delaware Ducks 14U AA,3,Team Philadelphia 14U AA,2,1212,F,Fairview,,,4,2,3,2,4,4,,,2,4
01/02/22,12:00,Lancaster Ice Rink,1,192,14U AA,Kings 14U AA,2,Lancaster 14U AA,5,1212,F,Fairview,,,4,3,2,2,3,2,,,2,4
01/02/22,12:00,Lancaster Ice Rink,1,192,14U AA,Kings 14U AA,2,Lancaster 14U AA,5,1213,G,Flapjack,,,3,3,3,3,4,3,,,3,4
01/02/22,10:30,Oaks Center Ice,1,219,14U AA,Lancaster 14U AA,2,VF Colonials 14U AA,3,1211,E,Fella,,,2,4,2,3,3,4,,,2,4
01/02/22,10:30,Oaks Center Ice,1,219,14U AA,Lancaster 14U AA,2,VF Colonials 14U AA,3,1215,R,Follow,,,3,2,2,2,3,2,,,2,3
01/08/22,16:15,Aston Ice Works,2,163,14U AA,Lancaster 14U AA,1,Delco Phantoms 14U AA,3,1213,G,Flapjack,,,3,4,4,3,2,4,,,2,4
01/08/22,16:15,Aston Ice Works,2,163,14U AA,Lancaster 14U AA,1,Delco Phantoms 14U AA,3,1216,I,Norm,,,1,1,3,2,1,4,,,1,4
01/08/22,16:00,Bucks County Ice,1,204,14U AA,Delaware Ducks 14U AA,6,Royals 14U AA,3,1224,C,Pinky,,,4,3,2,3,2,3,,,2,4
01/08/22,16:00,Bucks County Ice,1,204,14U AA,Delaware Ducks 14U AA,6,Royals 14U AA,3,1226,P,Passion,,,1,2,2,1,5,4,,,1,5
01/08/22,16:15,Ice Line,2,213,14U AA,York Devils 14U AA,2,Team Philadelphia 14U AA,0,1230,MM,Mushy,,,1,1,2,2,1,4,,,1,4
01/08/22,16:15,Ice Line,2,213,14U AA,York Devils 14U AA,2,Team Philadelphia 14U AA,0,1227,Q,Plate,,,5,2,5,1,1,5,,,1,5
01/08/22,12:15,Oaks Center Ice,1,220,14U AA,Kings 14U AA,1,VF Colonials 14U AA,4,1230,MM,Mushy,,,0,5,1,4,1,3,,,0,5
01/08/22,12:15,Oaks Center Ice,1,220,14U AA,Kings 14U AA,1,VF Colonials 14U AA,4,1213,G,Flapjack,,,3,3,4,2,3,3,,,2,4
01/09/22,14:40,Revolution Ice Gardens,1,205,14U AA,Team Philadelphia 14U AA,0,Royals 14U AA,5,1229,Chris,Makos,,,2,0,4,2,4,4,,,0,4
01/09/22,14:40,Revolution Ice Gardens,1,205,14U AA,Team Philadelphia 14U AA,0,Royals 14U AA,5,1227,Q,Plate,,,3,3,3,3,4,3,,,3,4
01/22/22,15:30,Oaks Center Ice,3,221,14U AA,York Devils 14U AA,4,VF Colonials 14U AA,5,1227,Q,Plate,,,5,3,3,5,1,2,,,1,5
01/22/22,15:30,Oaks Center Ice,3,221,14U AA,York Devils 14U AA,4,VF Colonials 14U AA,5,1220,L,Nump,,,3,1,2,0,0,3,,,0,3
01/22/22,17:10,Patriot Ice Center,2,154,14U AA,Team Philadelphia 14U AA,4,Delaware Ducks 14U AA,5,1211,E,Fella,,,3,2,2,2,3,3,,,2,3
01/22/22,17:10,Patriot Ice Center,2,154,14U AA,Team Philadelphia 14U AA,4,Delaware Ducks 14U AA,5,1215,R,Follow,,,3,3,3,4,2,4,,,2,4
01/23/22,11:15,Aston Ice Works,1,164,14U AA,Lancaster 14U AA,6,Delco Phantoms 14U AA,4,1216,I,Norm,,,4,4,1,1,0,0,,,0,4
01/23/22,11:15,Aston Ice Works,1,164,14U AA,Lancaster 14U AA,6,Delco Phantoms 14U AA,4,1216,I,Norm,,,2,3,3,3,4,2,,,2,4
01/23/22,11:00,Exton PowerPlay,1,182,14U AA,York Devils 14U AA,8,Kings 14U AA,0,1212,F,Fairview,,,2,3,3,3,2,4,,,2,4
01/23/22,11:00,Exton PowerPlay,1,182,14U AA,York Devils 14U AA,8,Kings 14U AA,0,1219,L,Neme,,,3,2,3,2,3,4,,,2,4
01/23/22,13:10,Hatfield Ice Arena,2,173,14U AA,Team Philadelphia 14U AA,6,Genesis Hockey Club 14U AA,3,1221,O,Needy,,,2,2,1,3,0,1,,,0,3
01/23/22,13:10,Hatfield Ice Arena,2,173,14U AA,Team Philadelphia 14U AA,6,Genesis Hockey Club 14U AA,3,1228,Marco,Morales,,,5,1,1,4,2,3,,,1,5
01/23/22,15:50,Patriot Ice Center,2,155,14U AA,Royals 14U AA,4,Delaware Ducks 14U AA,5,1228,Marco,Morales,,,2,5,4,4,1,3,,,1,5
01/23/22,15:50,Patriot Ice Center,2,155,14U AA,Royals 14U AA,4,Delaware Ducks 14U AA,5,1211,E,Fella,,,3,2,3,3,3,2,,,2,3
01/29/22,16:00,Aston Ice Works,1,165,14U AA,VF Colonials 14U AA,4,Delco Phantoms 14U AA,1,1227,Q,Plate,,,3,2,3,5,2,2,,,2,5
01/29/22,16:00,Aston Ice Works,1,165,14U AA,VF Colonials 14U AA,4,Delco Phantoms 14U AA,1,1226,P,Passion,,,2,1,1,2,4,4,,,1,4
01/29/22,15:10,Hatfield Ice Arena,1,174,14U AA,York Devils 14U AA,12,Genesis Hockey Club 14U AA,4,1216,I,Norm,,,3,3,4,2,2,1,,,1,4
01/29/22,15:10,Hatfield Ice Arena,1,174,14U AA,York Devils 14U AA,12,Genesis Hockey Club 14U AA,4,1219,L,Neme,,,2,3,1,1,3,1,,,1,3
01/29/22,19:00,Ice Line,1,214,14U AA,Lancaster 14U AA,1,Team Philadelphia 14U AA,5,1231,N,Mustard,,,2,2,2,3,0,2,,,0,3
